DEPARTAMENTO,MUNICIPIO,CODIGO_DANE,FECHA_HECHO,GENERO,DESCRIPCION_CONDUCTA_CAPTURA,GRUPO_ETARIO,CANTIDAD
PUTUMAYO,COLÓN,86219000,16/04/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,20/04/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,25/04/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,26/04/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,27/04/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,2
PUTUMAYO,COLÓN,86219000,30/04/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,2/05/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,3/05/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,7/05/2011,FEMENINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,7/05/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADOLESCENTES,1
PUTUMAYO,COLÓN,86219000,11/05/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,16/05/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,18/05/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
PUTUMAYO,COLÓN,86219000,20/05/2011,MASCULINO,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,ADULTOS,1
